COUNTRY,Country,Year,Field,Female,Male,Total,Ratio,Difference,STEM_Status
IDN,Indonesia,2015,"Natural sciences, mathematics and statistics",3.209,1.722,2.576,0.5366157681520722,-1.487,STEM
IDN,Indonesia,2015,Services,0.0,0.0,0.0,,0.0,Non-STEM
IDN,Indonesia,2015,"Social sciences, journalism and information",8.989,14.751,11.441,1.6410056736010679,5.761999999999999,Non-STEM
IDN,Indonesia,2016,"Agriculture, forestry, fisheries and veterinary",2.696,4.515,3.465,1.6747032640949553,1.8189999999999995,STEM
IDN,Indonesia,2016,Arts and humanities,5.193,4.905,5.071,0.9445407279029464,-0.28799999999999937,Non-STEM
IDN,Indonesia,2016,"Business, administration and law",14.503,16.55,15.369,1.1411432117492932,2.0470000000000006,Non-STEM
IDN,Indonesia,2016,Education,34.073,22.766,29.289,0.6681536700613389,-11.307000000000002,Non-STEM
IDN,Indonesia,2016,"Engineering, manufacturing and construction",2.477,11.544,6.313,4.660476382721034,9.067,STEM
IDN,Indonesia,2016,Health and welfare,22.639,8.895,16.824,0.3929060470868855,-13.744,STEM
IDN,Indonesia,2016,Information and Communication Technologies (ICTs),5.779,14.737,9.569,2.550095172175117,8.958,STEM
IDN,Indonesia,2016,"Natural sciences, mathematics and statistics",3.445,1.781,2.741,0.5169811320754717,-1.664,STEM
IDN,Indonesia,2016,Services,0.0,0.0,0.0,,0.0,Non-STEM
IDN,Indonesia,2016,"Social sciences, journalism and information",9.196,14.306,11.358,1.5556763810352328,5.109999999999999,Non-STEM
IDN,Indonesia,2017,"Agriculture, forestry, fisheries and veterinary",2.998,4.965,3.815,1.6561040693795863,1.9669999999999996,STEM
IDN,Indonesia,2017,Arts and humanities,5.042,5.027,5.035,0.9970249900833004,-0.01499999999999968,Non-STEM
IDN,Indonesia,2017,"Business, administration and law",16.338,17.684,16.897,1.0823846248010773,1.346,Non-STEM
IDN,Indonesia,2017,Education,31.025,20.408,26.617,0.657792103142627,-10.616999999999997,Non-STEM
IDN,Indonesia,2017,"Engineering, manufacturing and construction",2.956,13.091,7.165,4.428619756427604,10.135,STEM
IDN,Indonesia,2017,Health and welfare,22.653,9.236,17.082,0.4077164172515782,-13.416999999999998,STEM
IDN,Indonesia,2017,Information and Communication Technologies (ICTs),4.988,12.693,8.187,2.5447072975140332,7.704999999999999,STEM
IDN,Indonesia,2017,"Natural sciences, mathematics and statistics",4.025,2.037,3.2,0.5060869565217391,-1.9880000000000004,STEM
IDN,Indonesia,2017,Services,0.0,0.0,0.0,,0.0,Non-STEM
IDN,Indonesia,2017,"Social sciences, journalism and information",9.974,14.86,12.003,1.4898736715460195,4.885999999999999,Non-STEM
IDN,Indonesia,2018,"Agriculture, forestry, fisheries and veterinary",3.373,5.134,4.101,1.522087162763119,1.7610000000000001,STEM
IDN,Indonesia,2018,Arts and humanities,5.256,5.215,5.239,0.9921993911719938,-0.04100000000000037,Non-STEM
IDN,Indonesia,2018,"Business, administration and law",18.086,18.64,18.315,1.0306314276235764,0.554000000000002,Non-STEM
IDN,Indonesia,2018,Education,28.376,17.605,23.924,0.6204186636594305,-10.771,Non-STEM
IDN,Indonesia,2018,"Engineering, manufacturing and construction",3.342,14.294,7.869,4.277079593058049,10.952,STEM
IDN,Indonesia,2018,Health and welfare,21.383,8.559,16.082,0.40027124351120047,-12.824,STEM
IDN,Indonesia,2018,Information and Communication Technologies (ICTs),4.881,13.053,8.259,2.6742470805162877,8.172,STEM
IDN,Indonesia,2018,"Natural sciences, mathematics and statistics",4.167,2.046,3.29,0.4910007199424046,-2.121,STEM
IDN,Indonesia,2018,Services,0.0,0.0,0.0,,0.0,Non-STEM
IDN,Indonesia,2018,"Social sciences, journalism and information",11.135,15.454,12.921,1.3878760664571173,4.319000000000001,Non-STEM
IDN,Indonesia,2019,"Agriculture, forestry, fisheries and veterinary",3.373,5.134,4.101,1.522087162763119,1.7610000000000001,STEM
IDN,Indonesia,2019,Arts and humanities,5.256,5.215,5.239,0.9921993911719938,-0.04100000000000037,Non-STEM
IDN,Indonesia,2019,"Business, administration and law",18.086,18.64,18.315,1.0306314276235764,0.554000000000002,Non-STEM
IDN,Indonesia,2019,Education,28.376,17.605,23.924,0.6204186636594305,-10.771,Non-STEM
IDN,Indonesia,2019,"Engineering, manufacturing and construction",3.342,14.294,7.869,4.277079593058049,10.952,STEM
IDN,Indonesia,2019,Health and welfare,21.383,8.559,16.082,0.40027124351120047,-12.824,STEM
IDN,Indonesia,2019,Information and Communication Technologies (ICTs),4.881,13.053,8.259,2.6742470805162877,8.172,STEM
IDN,Indonesia,2019,"Natural sciences, mathematics and statistics",4.167,2.046,3.29,0.4910007199424046,-2.121,STEM
IDN,Indonesia,2019,Services,0.0,0.0,0.0,,0.0,Non-STEM
IDN,Indonesia,2019,"Social sciences, journalism and information",11.135,15.454,12.921,1.3878760664571173,4.319000000000001,Non-STEM
IND,India,2013,"Agriculture, forestry, fisheries and veterinary",0.255,0.717,0.49,2.8117647058823527,0.46199999999999997,STEM
IND,India,2013,Arts and humanities,6.986,6.062,6.516,0.8677354709418839,-0.9239999999999995,Non-STEM
IND,India,2013,"Business, administration and law",17.112,21.45,19.32,1.253506311360449,4.338000000000001,Non-STEM
IND,India,2013,Education,9.493,6.201,7.818,0.6532181607500263,-3.2920000000000007,Non-STEM
IND,India,2013,"Engineering, manufacturing and construction",6.036,13.537,9.853,2.24271040424122,7.501000000000001,STEM
IND,India,2013,Health and welfare,4.907,3.48,4.181,0.7091909517016507,-1.427,STEM
IND,India,2013,Information and Communication Technologies (ICTs),5.163,6.152,5.667,1.1915552973077668,0.9889999999999999,STEM
IND,India,2013,"Natural sciences, mathematics and statistics",13.742,13.448,13.592,0.9786057342453791,-0.2940000000000005,STEM
IND,India,2013,Services,0.467,0.129,0.295,0.2762312633832976,-0.338,Non-STEM
IND,India,2013,"Social sciences, journalism and information",35.838,28.824,32.269,0.8042859534572242,-7.013999999999999,Non-STEM
IND,India,2014,"Agriculture, forestry, fisheries and veterinary",0.314,0.922,0.616,2.9363057324840764,0.6080000000000001,STEM
IND,India,2014,Arts and humanities,6.772,5.783,6.28,0.853957471943296,-0.9889999999999999,Non-STEM
IND,India,2014,"Business, administration and law",16.066,20.132,18.09,1.2530810407070834,4.0660000000000025,Non-STEM
IND,India,2014,Education,11.517,6.782,9.16,0.5888686289832422,-4.734999999999999,Non-STEM
IND,India,2014,"Engineering, manufacturing and construction",6.787,15.321,11.036,2.2574038603212023,8.533999999999999,STEM
IND,India,2014,Health and welfare,4.369,2.754,3.565,0.6303501945525292,-1.6149999999999998,STEM
IND,India,2014,Information and Communication Technologies (ICTs),5.98,7.612,6.793,1.2729096989966555,1.6319999999999997,STEM
IND,India,2014,"Natural sciences, mathematics and statistics",12.957,12.436,12.697,0.9597900748630084,-0.5210000000000008,STEM
IND,India,2014,Services,0.344,0.069,0.207,0.20058139534883723,-0.27499999999999997,Non-STEM
IND,India,2014,"Social sciences, journalism and information",34.893,28.19,31.556,0.8078984323503282,-6.702999999999999,Non-STEM
IND,India,2015,"Agriculture, forestry, fisheries and veterinary",0.299,0.874,0.584,2.9230769230769234,0.575,STEM
IND,India,2015,Arts and humanities,6.218,5.055,5.642,0.8129623673206818,-1.1630000000000003,Non-STEM
IND,India,2015,"Business, administration and law",15.381,19.239,17.292,1.2508289448020284,3.8580000000000005,Non-STEM
IND,India,2015,Education,11.338,6.771,9.075,0.5971952725348386,-4.566999999999999,Non-STEM
IND,India,2015,"Engineering, manufacturing and construction",6.746,15.302,10.985,2.2683071449748,8.556,STEM
IND,India,2015,Health and welfare,3.825,2.444,3.141,0.638954248366013,-1.3810000000000002,STEM
IND,India,2015,Information and Communication Technologies (ICTs),6.137,7.772,6.947,1.266416816033893,1.6350000000000007,STEM
IND,India,2015,"Natural sciences, mathematics and statistics",13.03,13.268,13.148,1.0182655410590944,0.23800000000000132,STEM
IND,India,2015,Services,0.361,0.092,0.227,0.2548476454293629,-0.269,Non-STEM
IND,India,2015,"Social sciences, journalism and information",36.666,29.184,32.959,0.7959417443953527,-7.481999999999996,Non-STEM
IND,India,2016,"Agriculture, forestry, fisheries and veterinary",0.4,1.076,0.735,2.69,0.676,STEM
IND,India,2016,Arts and humanities,6.229,4.933,5.585,0.7919409214962273,-1.2960000000000003,Non-STEM
IND,India,2016,"Business, administration and law",16.525,19.047,17.778,1.1526172465960667,2.522000000000002,Non-STEM
IND,India,2016,Education,11.063,7.154,9.122,0.6466600379643858,-3.9090000000000007,Non-STEM
IND,India,2016,"Engineering, manufacturing and construction",7.185,16.352,11.737,2.275852470424496,9.167000000000002,STEM
IND,India,2016,Health and welfare,3.961,2.508,3.239,0.6331734410502399,-1.4529999999999998,STEM
IND,India,2016,Information and Communication Technologies (ICTs),6.0,7.05,6.521,1.175,1.0499999999999998,STEM
IND,India,2016,"Natural sciences, mathematics and statistics",13.736,13.201,13.47,0.961051252184042,-0.5350000000000001,STEM
IND,India,2016,Services,0.469,0.244,0.357,0.5202558635394456,-0.22499999999999998,Non-STEM
IND,India,2016,"Social sciences, journalism and information",34.432,28.436,31.455,0.8258596654275092,-5.996000000000002,Non-STEM
IND,India,2017,"Agriculture, forestry, fisheries and veterinary",0.437,1.164,0.788,2.663615560640732,0.7269999999999999,STEM
IND,India,2017,Arts and humanities,6.754,5.262,6.033,0.7790938702990821,-1.492,Non-STEM
IND,India,2017,"Business, administration and law",17.824,20.188,18.966,1.1326301615798922,2.363999999999997,Non-STEM
IND,India,2017,Education,8.657,5.561,7.162,0.6423703361441608,-3.096,Non-STEM
IND,India,2017,"Engineering, manufacturing and construction",7.229,17.382,12.133,2.40448194771061,10.153000000000002,STEM
IND,India,2017,Health and welfare,4.081,2.547,3.34,0.6241117373192845,-1.5340000000000003,STEM
IND,India,2017,Information and Communication Technologies (ICTs),4.968,5.292,5.125,1.065217391304348,0.32399999999999984,STEM
IND,India,2017,"Natural sciences, mathematics and statistics",15.541,15.208,15.38,0.9785728074126504,-0.3330000000000002,STEM
IND,India,2017,Services,0.415,0.128,0.277,0.30843373493975906,-0.287,Non-STEM
IND,India,2017,"Social sciences, journalism and information",34.093,27.268,30.797,0.7998122781802716,-6.825000000000003,Non-STEM
IND,India,2018,"Agriculture, forestry, fisheries and veterinary",0.462,1.21,0.817,2.619047619047619,0.748,STEM
IND,India,2018,Arts and humanities,6.814,5.135,6.018,0.7535955385970061,-1.6790000000000003,Non-STEM
IND,India,2018,"Business, administration and law",17.846,20.305,19.012,1.1377899809481116,2.4589999999999996,Non-STEM
IND,India,2018,Education,9.682,6.241,8.05,0.6445982235075397,-3.4410000000000007,Non-STEM
IND,India,2018,"Engineering, manufacturing and construction",6.815,17.046,11.667,2.501247248716067,10.230999999999998,STEM
IND,India,2018,Health and welfare,4.231,2.649,3.481,0.6260931221933349,-1.5819999999999999,STEM
IND,India,2018,Information and Communication Technologies (ICTs),4.684,5.171,4.915,1.1039709649871905,0.4870000000000001,STEM
IND,India,2018,"Natural sciences, mathematics and statistics",16.301,15.801,16.064,0.9693270351512179,-0.4999999999999982,STEM
IND,India,2018,Services,0.438,0.117,0.285,0.2671232876712329,-0.321,Non-STEM
IND,India,2018,"Social sciences, journalism and information",32.727,26.325,29.691,0.8043817031808599,-6.4019999999999975,Non-STEM
IND,India,2019,"Agriculture, forestry, fisheries and veterinary",0.561,1.489,0.994,2.6541889483065955,0.928,STEM
IND,India,2019,Arts and humanities,6.739,5.043,5.948,0.7483306128505713,-1.6959999999999997,Non-STEM
IND,India,2019,"Business, administration and law",18.485,20.075,19.227,1.0860156883959968,1.5899999999999999,Non-STEM
IND,India,2019,Education,10.762,7.187,9.095,0.6678126742241219,-3.575,Non-STEM
IND,India,2019,"Engineering, manufacturing and construction",6.251,16.556,11.057,2.6485362342025276,10.305,STEM
IND,India,2019,Health and welfare,4.755,3.066,3.968,0.644794952681388,-1.689,STEM
IND,India,2019,Information and Communication Technologies (ICTs),4.731,5.494,5.087,1.1612766856901289,0.7629999999999999,STEM
IND,India,2019,"Natural sciences, mathematics and statistics",16.769,15.169,16.023,0.904585842924444,-1.5999999999999979,STEM
IND,India,2019,Services,0.41,0.141,0.285,0.3439024390243902,-0.269,Non-STEM
IND,India,2019,"Social sciences, journalism and information",30.536,25.779,28.317,0.8442166623002357,-4.7570000000000014,Non-STEM
IRL,Ireland,2013,"Agriculture, forestry, fisheries and veterinary",,2.082,,,,STEM
IRL,Ireland,2013,Arts and humanities,,11.067,,,,Non-STEM
IRL,Ireland,2013,"Business, administration and law",,25.476,,,,Non-STEM
IRL,Ireland,2013,Education,,4.694,,,,Non-STEM
IRL,Ireland,2013,"Engineering, manufacturing and construction",,22.434,,,,STEM
IRL,Ireland,2013,Health and welfare,,7.802,,,,STEM
IRL,Ireland,2013,Information and Communication Technologies (ICTs),,9.177,,,,STEM
IRL,Ireland,2013,"Natural sciences, mathematics and statistics",,6.265,,,,STEM
IRL,Ireland,2013,Services,,5.931,,,,Non-STEM
IRL,Ireland,2013,"Social sciences, journalism and information",,5.071,,,,Non-STEM
IRL,Ireland,2014,"Agriculture, forestry, fisheries and veterinary",,2.037,1.277,,,STEM
IRL,Ireland,2014,Arts and humanities,,10.475,12.752,,,Non-STEM
IRL,Ireland,2014,"Business, administration and law",,24.922,25.289,,,Non-STEM
IRL,Ireland,2014,Education,,4.323,7.305,,,Non-STEM
IRL,Ireland,2014,"Engineering, manufacturing and construction",,19.904,11.371,,,STEM
IRL,Ireland,2014,Health and welfare,,8.301,16.718,,,STEM
IRL,Ireland,2014,Information and Communication Technologies (ICTs),,10.031,6.035,,,STEM
IRL,Ireland,2014,"Natural sciences, mathematics and statistics",,6.388,6.494,,,STEM
IRL,Ireland,2014,Services,,7.625,5.846,,,Non-STEM
IRL,Ireland,2014,"Social sciences, journalism and information",,5.993,6.913,,,Non-STEM
IRL,Ireland,2015,"Agriculture, forestry, fisheries and veterinary",1.173,1.995,1.566,1.70076726342711,0.8220000000000001,STEM
IRL,Ireland,2015,Arts and humanities,15.034,11.397,13.295,0.7580816815218837,-3.6370000000000005,Non-STEM
IRL,Ireland,2015,"Business, administration and law",22.685,25.439,24.002,1.1214018073616927,2.7540000000000013,Non-STEM
IRL,Ireland,2015,Education,11.051,4.515,7.925,0.4085603112840467,-6.5360000000000005,Non-STEM
IRL,Ireland,2015,"Engineering, manufacturing and construction",3.124,17.963,10.219,5.75,14.839,STEM
IRL,Ireland,2015,Generic programmes and qualifications,0.276,0.283,0.279,1.0253623188405796,0.006999999999999951,Non-STEM
IRL,Ireland,2015,Health and welfare,23.892,8.48,16.522,0.35493052067637704,-15.411999999999999,STEM
IRL,Ireland,2015,Information and Communication Technologies (ICTs),2.514,10.788,6.471,4.291169451073986,8.274000000000001,STEM
IRL,Ireland,2015,"Natural sciences, mathematics and statistics",8.018,8.349,8.176,1.0412821152407084,0.3309999999999995,STEM
IRL,Ireland,2015,Services,4.058,5.41,4.704,1.3331690487925087,1.3520000000000003,Non-STEM
IRL,Ireland,2015,"Social sciences, journalism and information",8.175,5.382,6.839,0.6583486238532109,-2.793000000000001,Non-STEM
IRL,Ireland,2016,"Agriculture, forestry, fisheries and veterinary",1.233,2.032,1.617,1.6480129764801297,0.7989999999999999,STEM
IRL,Ireland,2016,Arts and humanities,15.69,11.711,13.776,0.7463989802421925,-3.978999999999999,Non-STEM
IRL,Ireland,2016,"Business, administration and law",23.837,26.201,24.975,1.0991735537190084,2.3640000000000008,Non-STEM
IRL,Ireland,2016,Education,7.811,3.39,5.684,0.43400332863909874,-4.420999999999999,Non-STEM
IRL,Ireland,2016,"Engineering, manufacturing and construction",3.479,17.609,10.278,5.061511928715149,14.130000000000003,STEM
IRL,Ireland,2016,Generic programmes and qualifications,0.28,0.207,0.245,0.7392857142857142,-0.07300000000000004,Non-STEM
IRL,Ireland,2016,Health and welfare,25.194,8.382,17.105,0.33269826149083115,-16.811999999999998,STEM
IRL,Ireland,2016,Information and Communication Technologies (ICTs),2.804,11.479,6.978,4.09379457917261,8.674999999999999,STEM
IRL,Ireland,2016,"Natural sciences, mathematics and statistics",7.82,8.143,7.976,1.041304347826087,0.3230000000000004,STEM
IRL,Ireland,2016,Services,4.394,5.819,5.079,1.3243058716431497,1.4249999999999998,Non-STEM
IRL,Ireland,2016,"Social sciences, journalism and information",7.457,5.027,6.288,0.67413168834652,-2.4299999999999997,Non-STEM
IRL,Ireland,2017,"Agriculture, forestry, fisheries and veterinary",0.969,1.891,1.396,1.9514963880288958,0.922,STEM
IRL,Ireland,2017,Arts and humanities,13.634,10.248,12.067,0.7516502860495818,-3.386000000000001,Non-STEM
IRL,Ireland,2017,"Business, administration and law",23.327,26.627,24.854,1.1414669696060358,3.299999999999997,Non-STEM
IRL,Ireland,2017,Education,13.139,5.193,9.463,0.39523555826166373,-7.946,Non-STEM
IRL,Ireland,2017,"Engineering, manufacturing and construction",3.293,16.176,9.254,4.9122380807774055,12.883,STEM
IRL,Ireland,2017,Generic programmes and qualifications,0.396,0.175,0.294,0.4419191919191919,-0.22100000000000003,Non-STEM
IRL,Ireland,2017,Health and welfare,23.912,8.601,16.828,0.35969387755102045,-15.310999999999998,STEM
IRL,Ireland,2017,Information and Communication Technologies (ICTs),3.075,12.128,7.264,3.9440650406504063,9.053,STEM
IRL,Ireland,2017,"Natural sciences, mathematics and statistics",6.833,7.997,7.372,1.1703497731596664,1.1639999999999997,STEM
IRL,Ireland,2017,Services,4.238,6.336,5.209,1.4950448324681453,2.098,Non-STEM
IRL,Ireland,2017,"Social sciences, journalism and information",7.182,4.628,6.0,0.6443887496519075,-2.5540000000000003,Non-STEM
IRL,Ireland,2018,"Agriculture, forestry, fisheries and veterinary",1.124,1.909,1.48,1.6983985765124554,0.7849999999999999,STEM
IRL,Ireland,2018,Arts and humanities,13.111,9.857,11.635,0.7518114560292883,-3.2540000000000013,Non-STEM
IRL,Ireland,2018,"Business, administration and law",24.926,28.894,26.727,1.1591912059696703,3.968,Non-STEM
IRL,Ireland,2018,Education,12.035,4.442,8.59,0.36909015371832155,-7.593,Non-STEM
IRL,Ireland,2018,"Engineering, manufacturing and construction",3.433,14.808,8.594,4.313428488202739,11.375,STEM
IRL,Ireland,2018,Generic programmes and qualifications,0.795,0.781,0.789,0.9823899371069182,-0.014000000000000012,Non-STEM
IRL,Ireland,2018,Health and welfare,23.652,8.457,16.757,0.35755961440892947,-15.195,STEM
IRL,Ireland,2018,Information and Communication Technologies (ICTs),3.801,12.92,7.939,3.3991054985530123,9.119,STEM
IRL,Ireland,2018,"Natural sciences, mathematics and statistics",7.062,8.171,7.565,1.1570376663834607,1.108999999999999,STEM
IRL,Ireland,2018,Services,3.217,5.108,4.075,1.5878147342244326,1.8909999999999996,Non-STEM
IRL,Ireland,2018,"Social sciences, journalism and information",6.842,4.654,5.849,0.6802104647763813,-2.1879999999999997,Non-STEM
IRL,Ireland,2019,"Agriculture, forestry, fisheries and veterinary",1.085,1.834,1.426,1.6903225806451614,0.7490000000000001,STEM
IRL,Ireland,2019,Arts and humanities,12.551,9.15,11.002,0.7290255756513425,-3.401,Non-STEM
IRL,Ireland,2019,"Business, administration and law",23.927,28.148,25.849,1.1764115852384336,4.221,Non-STEM
IRL,Ireland,2019,Education,12.785,4.696,9.101,0.3673054360578803,-8.089,Non-STEM
IRL,Ireland,2019,"Engineering, manufacturing and construction",4.04,16.391,9.665,4.0571782178217815,12.350999999999999,STEM
IRL,Ireland,2019,Generic programmes and qualifications,0.872,0.781,0.831,0.8956422018348624,-0.09099999999999997,Non-STEM
IRL,Ireland,2019,Health and welfare,23.46,8.235,16.527,0.35102301790281326,-15.225000000000001,STEM
IRL,Ireland,2019,Information and Communication Technologies (ICTs),3.615,12.736,7.769,3.523098201936376,9.121,STEM
IRL,Ireland,2019,"Natural sciences, mathematics and statistics",7.2,8.695,7.881,1.207638888888889,1.495,STEM
IRL,Ireland,2019,Services,3.091,4.444,3.707,1.4377224199288254,1.3529999999999998,Non-STEM
IRL,Ireland,2019,"Social sciences, journalism and information",7.374,4.891,6.243,0.6632763764578248,-2.4829999999999997,Non-STEM
ISL,Iceland,2013,"Agriculture, forestry, fisheries and veterinary",1.159,0.775,1.023,0.6686798964624676,-0.384,STEM
ISL,Iceland,2013,Arts and humanities,12.713,12.254,12.55,0.9638952253598678,-0.45899999999999963,Non-STEM
ISL,Iceland,2013,"Business, administration and law",20.479,29.225,23.578,1.4270716343571466,8.746000000000002,Non-STEM
ISL,Iceland,2013,Education,17.543,8.873,14.471,0.5057857835033917,-8.67,Non-STEM
ISL,Iceland,2013,"Engineering, manufacturing and construction",4.637,16.69,8.907,3.5993098986413634,12.053,STEM
ISL,Iceland,2013,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2013,Health and welfare,19.049,5.845,14.371,0.30684025408157906,-13.204,STEM
ISL,Iceland,2013,Information and Communication Technologies (ICTs),0.734,6.479,2.769,8.826975476839237,5.745,STEM
ISL,Iceland,2013,"Natural sciences, mathematics and statistics",4.289,6.549,5.09,1.5269293541618094,2.2600000000000007,STEM
ISL,Iceland,2013,Services,2.202,2.324,2.246,1.0554041780199819,0.12199999999999989,Non-STEM
ISL,Iceland,2013,"Social sciences, journalism and information",17.195,10.986,14.995,0.6389066589124746,-6.209,Non-STEM
ISL,Iceland,2014,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2015,"Agriculture, forestry, fisheries and veterinary",0.803,1.101,0.908,1.3711083437110834,0.29799999999999993,STEM
ISL,Iceland,2015,Arts and humanities,11.841,10.946,11.527,0.9244151676378685,-0.8949999999999996,Non-STEM
ISL,Iceland,2015,"Business, administration and law",20.468,26.943,22.737,1.3163474692202464,6.475000000000001,Non-STEM
ISL,Iceland,2015,Education,17.918,7.837,14.386,0.43738140417457305,-10.081,Non-STEM
ISL,Iceland,2015,"Engineering, manufacturing and construction",4.296,18.653,9.326,4.341945996275605,14.357,STEM
ISL,Iceland,2015,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2015,Health and welfare,18.826,5.505,14.159,0.29241474556464464,-13.321000000000002,STEM
ISL,Iceland,2015,Information and Communication Technologies (ICTs),1.327,9.003,4.016,6.784476262245668,7.676,STEM
ISL,Iceland,2015,"Natural sciences, mathematics and statistics",3.842,6.282,4.697,1.6350858927641854,2.44,STEM
ISL,Iceland,2015,Services,2.585,2.526,2.564,0.9771760154738878,-0.05900000000000016,Non-STEM
ISL,Iceland,2015,"Social sciences, journalism and information",18.093,11.205,15.68,0.619300281876969,-6.888,Non-STEM
ISL,Iceland,2016,"Agriculture, forestry, fisheries and veterinary",0.964,1.413,1.117,1.465767634854772,0.44900000000000007,STEM
ISL,Iceland,2016,Arts and humanities,10.01,8.799,9.597,0.879020979020979,-1.2110000000000003,Non-STEM
ISL,Iceland,2016,"Business, administration and law",20.851,25.562,22.458,1.2259364059277733,4.711000000000002,Non-STEM
ISL,Iceland,2016,Education,17.526,6.68,13.826,0.38114800867282894,-10.846,Non-STEM
ISL,Iceland,2016,"Engineering, manufacturing and construction",5.254,17.791,9.531,3.386181956604492,12.537,STEM
ISL,Iceland,2016,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2016,Health and welfare,18.956,6.423,14.68,0.3388373074488289,-12.533,STEM
ISL,Iceland,2016,Information and Communication Technologies (ICTs),1.33,12.588,5.171,9.464661654135337,11.258,STEM
ISL,Iceland,2016,"Natural sciences, mathematics and statistics",3.957,6.358,4.777,1.6067728076825878,2.401,STEM
ISL,Iceland,2016,Services,2.993,2.248,2.739,0.7510858670230539,-0.7449999999999997,Non-STEM
ISL,Iceland,2016,"Social sciences, journalism and information",18.158,12.139,16.104,0.6685207621984799,-6.019000000000002,Non-STEM
ISL,Iceland,2017,"Agriculture, forestry, fisheries and veterinary",1.077,1.123,1.093,1.042711234911792,0.04600000000000004,STEM
ISL,Iceland,2017,Arts and humanities,10.471,10.238,10.393,0.9777480660872887,-0.23300000000000054,Non-STEM
ISL,Iceland,2017,"Business, administration and law",19.394,26.42,21.766,1.3622769928843974,7.026000000000003,Non-STEM
ISL,Iceland,2017,Education,14.815,6.737,12.087,0.45474181572730343,-8.078,Non-STEM
ISL,Iceland,2017,"Engineering, manufacturing and construction",5.455,15.72,8.921,2.8817598533455544,10.265,STEM
ISL,Iceland,2017,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2017,Health and welfare,21.515,6.671,16.503,0.310062746920753,-14.844000000000001,STEM
ISL,Iceland,2017,Information and Communication Technologies (ICTs),2.391,12.946,5.955,5.414470932664157,10.555,STEM
ISL,Iceland,2017,"Natural sciences, mathematics and statistics",3.535,7.398,4.839,2.0927864214992926,3.8629999999999995,STEM
ISL,Iceland,2017,Services,3.131,1.519,2.587,0.48514851485148514,-1.6119999999999999,Non-STEM
ISL,Iceland,2017,"Social sciences, journalism and information",18.215,11.229,15.856,0.6164699423552017,-6.986000000000001,Non-STEM
ISL,Iceland,2018,"Agriculture, forestry, fisheries and veterinary",1.164,1.363,1.23,1.1709621993127148,0.19900000000000007,STEM
ISL,Iceland,2018,Arts and humanities,9.172,11.247,9.866,1.2262320104666375,2.0749999999999993,Non-STEM
ISL,Iceland,2018,"Business, administration and law",19.781,25.903,21.827,1.309488903493251,6.122,Non-STEM
ISL,Iceland,2018,Education,16.359,6.476,13.055,0.39586771807567694,-9.883000000000003,Non-STEM
ISL,Iceland,2018,"Engineering, manufacturing and construction",4.586,16.496,8.567,3.5970344526820752,11.909999999999998,STEM
ISL,Iceland,2018,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2018,Health and welfare,21.697,6.544,16.632,0.3016085173065401,-15.152999999999999,STEM
ISL,Iceland,2018,Information and Communication Technologies (ICTs),1.882,11.384,5.058,6.048884165781084,9.502,STEM
ISL,Iceland,2018,"Natural sciences, mathematics and statistics",3.901,7.089,4.967,1.8172263522173804,3.1880000000000006,STEM
ISL,Iceland,2018,Services,3.593,2.658,3.281,0.7397717784581129,-0.935,Non-STEM
ISL,Iceland,2018,"Social sciences, journalism and information",17.864,10.838,15.516,0.6066950291088221,-7.026000000000002,Non-STEM
ISL,Iceland,2019,"Agriculture, forestry, fisheries and veterinary",0.937,1.138,1.006,1.214514407684098,0.20099999999999985,STEM
ISL,Iceland,2019,Arts and humanities,9.268,10.174,9.577,1.09775571860164,0.9059999999999988,Non-STEM
ISL,Iceland,2019,"Business, administration and law",18.882,23.36,20.411,1.23715708081771,4.477999999999998,Non-STEM
ISL,Iceland,2019,Education,16.973,7.764,13.829,0.45743239262357865,-9.209,Non-STEM
ISL,Iceland,2019,"Engineering, manufacturing and construction",6.178,15.663,9.417,2.535286500485594,9.485,STEM
ISL,Iceland,2019,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
ISL,Iceland,2019,Health and welfare,19.299,7.43,15.246,0.38499404114202807,-11.869,STEM
ISL,Iceland,2019,Information and Communication Technologies (ICTs),2.43,11.847,5.646,4.875308641975308,9.417,STEM
ISL,Iceland,2019,"Natural sciences, mathematics and statistics",4.165,7.028,5.143,1.687394957983193,2.8629999999999995,STEM
ISL,Iceland,2019,Services,3.436,3.347,3.406,0.9740977881257276,-0.08899999999999997,Non-STEM
ISL,Iceland,2019,"Social sciences, journalism and information",18.431,12.249,16.32,0.6645868373935218,-6.182,Non-STEM
ITA,Italy,2016,"Agriculture, forestry, fisheries and veterinary",,3.023,2.567,,,STEM
ITA,Italy,2016,Arts and humanities,,12.101,17.696,,,Non-STEM
ITA,Italy,2016,"Business, administration and law",,24.259,21.349,,,Non-STEM
ITA,Italy,2016,Education,,0.576,3.641,,,Non-STEM
