"COUNTRY","Country","INDICATOR","Indicator","EDUCATION_LEV","Education level","SEX","Gender","MOBILITY","Mobility status","EDUCATION_FIELD","Field","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",1.938,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",2.222,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",2.348,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.411,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","9999","Latest available year",2.411,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2005","2005",1.803,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2010","2010",1.628,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2011","2011",1.731,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2012","2012",1.325,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",1.642,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",1.851,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",2.028,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",2.116,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",2.229,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",2.497,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.606,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","9999","Latest available year",2.606,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2005","2005",2.331,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2010","2010",1.741,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2011","2011",1.886,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2012","2012",1.387,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",1.525,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",1.619,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",1.674,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",1.685,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",2.212,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",2.141,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.138,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","9999","Latest available year",2.138,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2005","2005",19.263,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2010","2010",20.087,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2011","2011",20.267,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2012","2012",18.664,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2013","2013",18.278,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2014","2014",18.609,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2015","2015",18.579,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2016","2016",18.21,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2017","2017",17.417,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2018","2018",17.507,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2019","2019",17.338,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","9999","Latest available year",17.338,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2005","2005",23.456,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2010","2010",26.289,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2011","2011",26.726,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2012","2012",24.59,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2013","2013",24.251,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2014","2014",24.852,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2015","2015",24.546,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2016","2016",24.032,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2017","2017",23.418,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2018","2018",23.66,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2019","2019",23.504,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","9999","Latest available year",23.504,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2005","2005",11.381,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2010","2010",10.895,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2011","2011",10.792,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2012","2012",9.824,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2013","2013",9.572,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2014","2014",9.659,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2015","2015",9.879,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2016","2016",9.947,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2017","2017",9.16,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2018","2018",8.952,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2019","2019",8.734,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","9999","Latest available year",8.734,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2005","2005",4.915,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2010","2010",5.473,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2011","2011",5.433,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2012","2012",5.222,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2013","2013",5.336,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2014","2014",5.75,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2015","2015",5.687,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2016","2016",5.754,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2017","2017",6.149,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2018","2018",6.305,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2019","2019",6.461,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","9999","Latest available year",6.461,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2005","2005",4.033,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2010","2010",3.825,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2011","2011",4.106,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2012","2012",4.151,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2013","2013",3.977,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2014","2014",4.269,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2015","2015",4.194,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2016","2016",4.472,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2017","2017",4.727,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2018","2018",4.875,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2019","2019",4.962,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","9999","Latest available year",4.962,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2005","2005",6.575,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2010","2010",7.916,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2011","2011",7.38,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2012","2012",6.819,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2013","2013",7.319,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2014","2014",7.873,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2015","2015",7.863,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2016","2016",7.573,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2017","2017",8.105,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2018","2018",8.293,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2019","2019",8.554,,
"PRT","Portugal","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","9999","Latest available year",8.554,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2005","2005",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2010","2010",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2011","2011",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2012","2012",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2013","2013",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2014","2014",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2015","2015",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2016","2016",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2017","2017",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2018","2018",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","2019","2019",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F00","Generic programmes and qualifications","9999","Latest available year",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2005","2005",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2010","2010",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2011","2011",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2012","2012",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2013","2013",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2014","2014",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2015","2015",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2016","2016",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2017","2017",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2018","2018",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2019","2019",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","9999","Latest available year",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2005","2005",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2010","2010",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2011","2011",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2012","2012",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2013","2013",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2014","2014",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2015","2015",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2016","2016",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2017","2017",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2018","2018",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2019","2019",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","9999","Latest available year",0,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2005","2005",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2010","2010",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2011","2011",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2012","2012",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2013","2013",13.131,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2014","2014",12.699,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2015","2015",13.061,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2016","2016",13.129,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2017","2017",12.777,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2018","2018",13.657,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","2019","2019",13.334,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F01","Education","9999","Latest available year",13.334,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2005","2005",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2010","2010",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2011","2011",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2012","2012",,"o","Missing value"
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2013","2013",15.99,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2014","2014",15.771,,
"SVK","Slovak Republic","GRAD_SHARE_FIELDS","Share of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F01","Education","2015","2015",16.602,,
